Count,X,Y,Z,Training count,Output
2933,-3.04,-5.66,3.65,,1
2932,-3.54,-5.39,4.09,,1
2931,-3.53,-3.63,3.41,,1
2930,-3.98,-4.25,1.26,,1
2929,-3.89,-4.06,-2.32,,1
2928,-3.5,-2.68,-6.7,,1
2927,-2.73,-1.8,-10.99,,1
2926,-1.57,0.01,-14.09,,1
2925,-0.2,3.2,-15.39,,1
2924,-0.12,3.17,-14.87,,1
2923,0.01,3.32,-14.11,,1
2922,0.33,2.44,-13.86,,1
2921,0.29,2.22,-13.84,,1
2868,-3.87,-10.65,5.13,34,1
2867,-3.66,-10.14,5.04,,1
2866,-3.49,-9.63,4.89,,1
2865,-2.94,-8.71,4.78,,1
2864,-2.68,-7.86,4.87,,1
2863,-2.71,-5.35,5.21,,1
2862,-3.38,-3.58,5.53,,1
2861,-3.94,-3.59,5.35,,1
2860,-4.43,-4.71,3.45,,1
2859,-4.31,-3.42,-0.33,,1
2858,-3.94,-2.13,-4.97,,1
2857,-3.21,-2.27,-9.78,,1
2856,-2.09,0.58,-13.79,,1
2855,-0.42,3.59,-15.71,,1
2854,0.12,3.5,-15.63,,1
2853,0.38,3.9,-14.95,,1
2852,0.35,3.31,-14.75,,1
2851,0.26,2.87,-14.7,,1
2794,-3.46,-8.77,4.7,33,1
2793,-2.88,-8.53,4.63,,1
2792,-2.62,-8.46,4.47,,1
2791,-1.78,-7.53,4.48,,1
2790,-2.74,-6.24,4.71,,1
2789,-3.63,-2.65,5.17,,1
2788,-5.02,-3.3,5.1,,1
2787,-5.19,-2.53,3.33,,1
2786,-5.23,-1.83,-0.55,,1
2785,-4.58,-3.09,-5.41,,1
2784,-3.43,-0.81,-10.41,,1
2783,-2.06,1.62,-13.85,,1
2782,-0.62,3.44,-15.55,,1
2781,-0.04,3.31,-15.64,,1
2780,0.45,4.67,-15.02,,1
2779,0.55,3.41,-14.77,,1
2778,0.36,3.27,-14.78,,1
2722,-3.06,-9.51,4.19,32,1
2721,-2.63,-7.31,3.93,,1
2720,-2.66,-7.27,3.84,,1
2719,-2.01,-7.48,3.94,,1
2718,-2,-3.22,4.04,,1
2717,-3.11,-1.21,4.4,,1
2716,-3.64,-2.48,3.23,,1
2715,-4.41,-5.07,-0.58,,1
2714,-3.51,-3.01,-6.35,,1
2713,-2.59,0.01,-11.72,,1
2712,-1.3,1.16,-15.08,,1
2711,0.21,2.8,-16.39,,1
2710,0.22,4.72,-15.74,,1
2709,0.34,3.94,-14.66,,1
2708,0.4,3.26,-14.51,,1
2707,0.34,3.09,-14.58,,1
2659,-3.19,-9.76,6.5,31,1
2658,-3.09,-9.85,6.41,,1
2657,-2.23,-8.09,6.61,,1
2656,-2.66,-4.92,6.82,,1
2655,-3.2,-3,7.1,,1
2654,-4.84,-6.47,5.93,,1
2653,-5.07,-5.82,2.34,,1
2652,-4.62,-2.43,-2.39,,1
2651,-4.01,-1.22,-7.18,,1
2650,-2.7,0.07,-11.44,,1
2649,-1.24,1.74,-14.66,,1
2648,0.25,0.08,-15.96,,1
2647,0.48,2.92,-15.6,,1
2646,0.29,4.32,-14.54,,1
2645,0.33,3.43,-14.33,,1
2644,0.26,3.36,-14.36,,1
2592,-3.27,-9.11,3.54,30,1
2591,-2.74,-7.67,3.52,,1
2590,-2.13,-7.55,3.51,,1
2589,-2.12,-4.24,3.35,,1
2588,-3.36,-1.53,3.57,,1
2587,-3.81,-2.08,3.26,,1
2586,-3.85,-3.22,1.16,,1
2585,-3.62,-2.11,-2.72,,1
2584,-3.1,-1.41,-7.17,,1
2583,-1.95,-0.52,-11.83,,1
2582,-1,0.31,-15.57,,1
2581,0.22,1.47,-17,,1
2580,0.36,5.91,-16.1,,1
2579,0.19,3.8,-14.91,,1
2578,0.36,3.1,-14.77,,1
2577,0.27,3.25,-14.76,,1
2494,0.16,4.37,-14.12,29,1
2493,0.59,3.87,-14.24,,1
2492,0.78,4.27,-14.27,,1
2491,0.2,4.41,-14.06,,1
2490,0.29,4.1,-14.15,,1
2489,1.85,-2.98,-14.27,,1
2488,3.81,6.9,-14.9,,1
2487,2.23,4.06,-14.87,,1
2486,-0.02,3.1,-15.45,,1
2485,0.33,-1.06,-14.66,,1
2484,-0.05,-3.1,-12.93,,1
2483,-2.03,-5.52,-9.84,,1
2482,-3.61,-9.21,-5.42,,1
2481,-4.03,-13.11,-0.84,,1
2480,-4.38,-10.32,2.82,,1
2479,-4.15,-10.52,4.64,,1
2478,-3.97,-10.63,4.76,,1
2477,-3.72,-10.01,4.77,,1
2476,-3.24,-9.19,4.78,,1
2475,-3.08,-8.97,4.75,,1
2474,-2.7,-8.4,4.82,,1
2473,-2.31,-4.07,5.24,,1
2472,-3.9,-1.75,5.74,,1
2471,-4.78,-4.62,4.92,,1
2470,-4.33,-3.75,1.83,,1
2469,-3.68,-3.81,-2.91,,1
2468,-2.31,-4.36,-8.49,,1
2467,-0.97,-2.11,-13.15,,1
2466,0.15,-1.37,-15.5,,1
2465,0.26,2.85,-15.14,,1
2464,0.08,3.42,-13.93,,1
2463,0.2,1.7,-13.58,,1
2462,0.23,1.75,-13.57,,1
2269,-3.51,-9.34,7.1,28,1
2268,-2.86,-8.74,7.17,,1
2267,-2.2,-9.68,7.39,,1
2266,-1.92,-5.53,7.66,,1
2265,-3.44,-4.17,8.18,,1
2264,-4.8,-2.54,8.29,,1
2263,-5.63,-5.73,7.49,,1
2262,-5.29,-5.46,4.7,,1
2261,-5.12,-5.12,0.43,,1
2260,-4.44,-2.92,-4.86,,1
2259,-3.04,-0.14,-9.31,,1
2258,-1.1,1.7,-12.06,,1
2257,-0.07,0.52,-12.78,,1
2256,0.19,2.91,-12.2,,1
2255,0.13,1.65,-11.75,,1
2254,0.05,1.5,-11.73,,1
2201,-3.53,-8.9,7.68,27,1
2200,-3.05,-10.01,7.62,,1
2199,-1.68,-6.32,7.87,,1
2198,-2.49,-4.63,8.61,,1
2197,-3.62,-3.76,9.05,,1
2196,-4.7,-1.33,8.77,,1
2195,-5.9,-2.16,6.72,,1
2194,-6.13,-1.61,2.91,,1
2193,-5.7,-1.08,-2.27,,1
2192,-4.09,-0.8,-8.03,,1
2191,-2.47,-0.34,-12.86,,1
2190,-0.99,1.7,-15.58,,1
2189,-0.39,2.13,-15.76,,1
2188,-0.12,4.54,-14.63,,1
2187,-0.06,3.46,-13.61,,1
2186,0.27,2.69,-13.28,,1
2185,0.35,2.34,-13.17,,1
2184,0.32,2.35,-13.16,,1
2183,0.27,2.25,-13.18,,1
2142,-3.56,-9.22,7.96,26,1
2141,-3.16,-7.3,7.83,,1
2140,-2.76,-6.44,7.87,,1
2139,-3.41,-4,7.88,,1
2138,-4.53,-2.01,7.9,,1
2137,-4.85,0.02,7,,1
2136,-5.3,-3.76,4.64,,1
2135,-4.3,-2.74,0.55,,1
2134,-4.01,-3.3,-4.13,,1
2133,-2.74,-0.95,-8.79,,1
2132,-1.63,1.28,-11.95,,1
2131,-0.16,2.27,-13.29,,1
2130,0.54,2.6,-13.01,,1
2129,0,3.27,-12.25,,1
2128,0.21,2.24,-11.92,,1
2127,0.18,2.36,-11.88,,1
2073,-2.65,-9.08,8.4,25,1
2072,-1.87,-5.55,8.49,,1
2071,-2.7,-3.55,8.56,,1
2070,-3.47,-2.61,8.51,,1
2069,-4.55,-1.54,7.23,,1
2068,-5.57,-3.34,4.04,,1
2067,-5.04,-2.64,-0.79,,1
2066,-3.89,-1.92,-5.87,,1
2065,-2.33,-0.17,-10.25,,1
2064,-0.56,0.48,-12.49,,1
2063,-0.04,4.66,-12.18,,1
2062,0.03,3.14,-10.85,,1
2061,0.17,2.12,-10.57,,1
2060,0.29,2.38,-10.35,,1
2059,0.25,2.23,-10.23,,1
2058,0.26,2,-10.19,,1
1984,-1.68,-7.88,5.91,24,1
1983,-1.06,-6.26,6.36,,1
1982,-2.42,-3.46,7.34,,1
1981,-3.5,-2.92,8.14,,1
1980,-4.26,-5.55,7.44,,1
1979,-4.53,-4.84,4.53,,1
1978,-4.52,-4.14,0.58,,1
1977,-3.5,-2.89,-3.86,,1
1976,-2.17,-0.51,-7.86,,1
1975,-1.37,-0.39,-10.5,,1
1974,-0.15,1.94,-11.42,,1
1973,0.23,4.29,-11,,1
1972,0.36,3.18,-10.4,,1
1971,0.12,2.31,-10.3,,1
1895,-2.68,-8.63,7.94,23,1
1894,-1.4,-7.33,8,,1
1893,-1.86,-5.98,8.09,,1
1892,-2.77,-3.34,8.38,,1
1891,-3.85,-3.45,8.48,,1
1890,-4.86,-4.4,7.37,,1
1889,-5.81,-3.98,4.62,,1
1888,-5.39,-3.9,1.02,,1
1887,-3.98,-2.84,-3.09,,1
1886,-2.27,-2.1,-7.27,,1
1885,-1.04,-0.24,-10.14,,1
1884,-0.55,2.26,-10.86,,1
1883,-0.23,0.94,-10.49,,1
1882,-0.11,2.22,-10,,1
1881,0.03,1.18,-9.62,,1
1880,0.1,1.15,-9.53,,1
1879,0.12,1.48,-9.45,,1
1801,-1.46,-6.08,9.39,22,1
1800,-2.41,-4.56,9.75,,1
1799,-2.99,1.54,9.57,,1
1798,-4.55,-3.73,9.38,,1
1797,-5.96,-6.36,7.07,,1
1796,-5.27,-4.5,2.67,,1
1795,-4.27,-3.64,-2.37,,1
1794,-2.63,-0.5,-7.21,,1
1793,-1.33,-0.1,-10.54,,1
1792,-0.29,1.97,-12.25,,1
1791,0.04,2.98,-12.13,,1
1790,0.43,2.98,-11.47,,1
1789,0.32,2.47,-11.39,,1
1730,-4.01,-10.6,11.88,21,1
1729,-4.38,-10.13,11.72,,1
1728,-3.05,-8.88,12.06,,1
1727,-3.74,-6.14,12.41,,1
1726,-4.02,-3.21,12.53,,1
1725,-5,-2.02,11.99,,1
1724,-5.61,-3.31,9.98,,1
1723,-5.58,-5.63,5.85,,1
1722,-4.3,-2.99,-0.29,,1
1721,-2.94,-2.63,-6.38,,1
1720,-1.66,-0.08,-11.15,,1
1719,-0.49,4.02,-13.28,,1
1718,-0.21,4.25,-13.13,,1
1717,0.22,4.36,-12.49,,1
1716,0.3,3.75,-12.03,,1
1715,0.32,3.36,-11.97,,1
1714,0.33,3.43,-11.92,,1
1672,-3.57,-8.92,10.45,20,1
1671,-3.9,-7.77,10.91,,1
1670,-4.09,-3.65,11.09,,1
1669,-4.55,-3.41,11.11,,1
1668,-4.8,-3.61,9.88,,1
1667,-4.91,-5.1,6.29,,1
1666,-4.29,-3.58,0.61,,1
1665,-2.98,-2.83,-5.16,,1
1664,-1.5,-0.99,-9.82,,1
1663,-0.28,0.92,-12.06,,1
1662,-0.05,4.36,-11.92,,1
1661,0.11,3.32,-10.91,,1
1660,0.27,2.6,-10.75,,1
1659,0.25,2.5,-10.75,,1
1600,-3.63,-8.38,8.47,19,1
1599,-3.17,-7.79,8.47,,1
1598,-3.03,-4.78,8.42,,1
1597,-3.5,-3.56,8.52,,1
1596,-3.89,-3.52,7.68,,1
1595,-4.55,-4.78,6.05,,1
1594,-4.75,-5.49,3.13,,1
1593,-4.36,-3.74,-0.49,,1
1592,-3.34,-1,-4.42,,1
1591,-2.39,-1.31,-7.96,,1
1590,-1.29,-1.01,-10.89,,1
1589,-0.29,1.22,-12.2,,1
1588,0.12,2.43,-11.64,,1
1587,0.11,3.35,-10.44,,1
1586,0.25,1.62,-9.85,,1
1585,0.28,1.41,-9.79,,1
1510,-3.71,-10.15,10,18,1
1509,-3.29,-6.66,10.23,,1
1508,-4.05,-6.87,10.7,,1
1507,-4.16,-4,10.83,,1
1506,-4.78,-4.81,10.18,,1
1505,-5.03,-4.79,7.68,,1
1504,-4.88,-4.65,3.38,,1
1503,-4.02,-3.69,-2.23,,1
1502,-3.07,-1.33,-7.23,,1
1501,-1.28,0.07,-10.57,,1
1500,-0.14,1.88,-11.9,,1
1499,0.22,4.44,-11.42,,1
1498,0.26,2.87,-10.68,,1
1497,0.23,2.53,-10.57,,1
1442,-3.8,-9.09,9.26,17,1
1441,-3.66,-4.42,9.19,,1
1440,-4.06,-3.08,9.3,,1
1439,-4.06,-1.24,8.87,,1
1438,-4.56,-5.06,6.91,,1
1437,-3.85,-4.01,2.69,,1
1436,-3.71,-2.4,-2.33,,1
1435,-2.83,-1.2,-7.02,,1
1434,-1.58,1.22,-10.36,,1
1433,-0.42,2.54,-11.88,,1
1432,0.09,3.34,-11.84,,1
1431,0.15,4.27,-11.21,,1
1430,0.29,3.24,-10.98,,1
1429,0.35,3.22,-10.93,,1
1367,-2.75,-1.68,8.25,16,1
1366,-4.14,-1.02,8.2,,1
1365,-6.1,-1.44,7.17,,1
1364,-5.94,1.56,4.49,,1
1363,-5.24,0.52,1.29,,1
1362,-4.17,-2.42,-2.65,,1
1361,-2.49,-0.48,-7.3,,1
1360,-1.19,0.87,-10.38,,1
1359,-0.03,1.74,-11.42,,1
1358,0.18,4.25,-11.14,,1
1357,0.28,4.13,-10.41,,1
1356,0.45,3.27,-10.19,,1
1295,-1.78,-4.16,7.37,15,1
1294,-2.93,-1.62,7.91,,1
1293,-4.38,-1.92,8.12,,1
1292,-5.01,-4.01,6.83,,1
1291,-4.4,-4.36,3.5,,1
1290,-3.27,-5.4,-1.41,,1
1289,-1.87,-4.41,-6.66,,1
1288,-0.54,-2.6,-10.39,,1
1287,0.29,0.01,-11.77,,1
1286,-0.01,4.08,-11.14,,1
1285,0.21,2.58,-10.39,,1
1284,0.16,2.25,-10.26,,1
1212,-4.87,-5.93,11.64,14,1
1211,-5.68,-5.47,11.74,,1
1210,-6.1,-6.68,10.82,,1
1209,-6.4,-6.67,7.99,,1
1208,-6.17,-5.45,3.57,,1
1207,-4.44,-2.43,-1.58,,1
1206,-2.55,-0.68,-6.11,,1
1205,-0.93,0.16,-9,,1
1204,0.05,1.94,-10.25,,1
1203,0.3,2.24,-10.14,,1
1202,0.24,2.5,-10.03,,1
1201,0.24,2.48,-10.03,,1
1145,-3.47,-5.89,10.31,13,1
1144,-4,-3.26,10.29,,1
1143,-4.75,-3.25,9.6,,1
1142,-4.99,-5.31,7.47,,1
1141,-4.19,-5.85,3.5,,1
1140,-2.91,-5.36,-1.52,,1
1139,-1.72,-2.62,-6.21,,1
1138,-0.62,-0.93,-9.14,,1
1137,-0.02,1.89,-10.05,,1
1136,0.17,3.1,-9.86,,1
1135,0.1,2.55,-9.77,,1
1082,-3.49,-7.54,10.91,12,1
1081,-4.11,-4.69,11.17,,1
1080,-5.4,-3.32,10.69,,1
1079,-5.63,-6.86,8.37,,1
1078,-4.25,-6.09,3.35,,1
1077,-3.13,-5.26,-2.44,,1
1076,-1.78,-3.17,-7.45,,1
1075,-0.59,-1.88,-10.31,,1
1074,-0.1,1.43,-10.72,,1
1073,-0.02,1.75,-9.97,,1
1072,0.18,1.09,-9.81,,1
1071,0.01,0.92,-9.75,,1
996,-3.84,-9.82,10.72,11,1
995,-2.54,-9.09,10.84,,1
994,-3.34,-5.54,11.09,,1
993,-3.98,-2.93,11.5,,1
992,-5.2,-4.19,11.31,,1
991,-6.29,-4.61,9.17,,1
990,-5.84,-2.77,4.95,,1
989,-4.46,-4,-0.29,,1
988,-2.63,-2.77,-5.8,,1
987,-1.32,-1.34,-9.98,,1
986,-0.19,0.98,-12.21,,1
985,0.13,2.97,-12.35,,1
984,0.16,3.91,-11.84,,1
983,0.38,2.81,-11.43,,1
982,0.29,2.41,-11.32,,1
981,0.31,2.8,-11.3,,1
980,0.26,2.92,-11.33,,1
877,-2.21,-7.47,13.68,10,1
876,-3.66,-5.73,13.95,,1
875,-4.33,-1.51,13.79,,1
874,-5.65,-1.9,11.96,,1
873,-5.37,-3.94,8.07,,1
872,-4.68,-4.82,2.46,,1
871,-2.98,-1.45,-3.78,,1
870,-1.89,0.1,-8.33,,1
869,-0.35,1.05,-10.68,,1
868,0.24,1.72,-11.27,,1
867,0,4.15,-10.71,,1
866,0.32,2.42,-10.25,,1
865,0.31,2.48,-10.22,,1
810,-2.99,-5.43,12.8,9,1
809,-3.92,-4.54,13.02,,1
808,-4.11,-5.21,11.19,,1
807,-4.06,-8.06,7.3,,1
806,-2.42,-4.42,1.61,,1
805,-1.71,-3.66,-3.91,,1
804,-0.64,-1.72,-8.2,,1
803,0.01,-2.2,-10.65,,1
802,0.08,1.21,-10.78,,1
801,-0.05,4.37,-9.84,,1
800,0.3,2.35,-9.43,,1
799,0.28,2.2,-9.42,,1
727,-4.03,-12.34,13.56,8,1
726,-3.77,-11.66,13.51,,1
725,-3.44,-10.74,13.69,,1
724,-3.79,-7.03,13.95,,1
723,-4.43,-5.92,14.31,,1
722,-4.2,-4.91,13.28,,1
721,-3.77,-6.08,10.38,,1
720,-2.88,-4.97,5.13,,1
719,-2.09,-4.62,-1,,1
718,-1.05,-2.74,-5.87,,1
717,-0.36,-1.7,-8.84,,1
716,0.39,2.47,-9.4,,1
715,0.21,3.45,-8.89,,1
714,0.32,2.51,-8.66,,1
713,0.32,2.55,-8.67,,1
712,0.33,2.22,-8.59,,1
711,0.31,2.07,-8.57,,1
710,0.27,1.93,-8.56,,1
709,0.4,2.12,-8.56,,1
708,0.29,2.26,-8.56,,1
707,0.19,2.63,-8.57,,1
645,-3.73,-9.95,13.38,7,1
644,-3.59,-6.03,13.46,,1
643,-2.96,-5.76,12.55,,1
642,-3.12,-6.16,9.29,,1
641,-3.09,-6.11,4.95,,1
640,-2.41,-5.72,-0.03,,1
639,-1.2,-3.77,-4.81,,1
638,-0.2,-2.8,-7.7,,1
637,-0.12,0.69,-8.23,,1
636,0.06,2.69,-7.44,,1
635,0.19,1.44,-7.03,,1
634,0.21,1.31,-7,,1
565,-2.62,-6.79,13.07,6,1
564,-3.59,-7.49,13.01,,1
563,-3.6,-6.85,11.35,,1
562,-2.79,-5.05,8.08,,1
561,-2.87,-4.99,3.94,,1
560,-2.98,-5.17,-0.48,,1
559,-1.23,-2.8,-4.11,,1
558,-0.48,-2.5,-6.15,,1
557,-0.11,2.35,-6.83,,1
556,0.14,0.82,-6.57,,1
555,0.11,1.32,-6.67,,1
554,0.14,1.4,-6.65,,1
553,0.12,1.09,-6.62,,1
489,-3.44,-8.08,15.94,5,1
488,-3.73,-6.69,16.09,,1
487,-3.31,-6.96,14.9,,1
486,-2.97,-7.85,11.52,,1
485,-3.37,-7.73,6.54,,1
484,-2.73,-5.79,1.22,,1
483,-1.59,-4.11,-3.06,,1
482,-0.28,-1.85,-5.37,,1
481,0.2,1.59,-5.72,,1
480,0.16,1.62,-5.32,,1
479,0.26,1.14,-5.45,,1
478,0.19,1.44,-5.52,,1
477,0.3,1.53,-5.51,,1
412,-4.83,-13.61,17.74,4,1
411,-4.62,-13.62,17.79,,1
410,-3.58,-11.85,17.96,,1
409,-2.88,-9.12,18.13,,1
408,-3.58,-7.72,17.97,,1
407,-3.6,-7.98,17.08,,1
406,-3.21,-6.65,14.6,,1
405,-3.72,-7.85,10.5,,1
404,-3.2,-7.34,5.68,,1
403,-1.87,-4.76,1.25,,1
402,-0.86,-2.73,-2.05,,1
401,-0.21,-0.43,-3.68,,1
400,-0.03,1.13,-4.11,,1
399,-0.06,0.92,-4.08,,1
398,0.07,0.78,-3.83,,1
397,0.09,0.68,-3.64,,1
396,0.19,0.44,-3.55,,1
245,-3.2,-4.77,17.74,3,1
244,-1.81,-0.8,17.45,,1
243,-3.52,0.12,16.93,,1
242,-4.49,2.7,15.16,,1
241,-4.66,2.84,11.74,,1
240,-4.5,-3.68,7.33,,1
239,-3.23,-3.98,2.07,,1
238,-1.94,-0.86,-2.04,,1
237,-0.72,-0.17,-4.03,,1
236,-0.18,2.5,-3.78,,1
235,0.2,1.98,-3.01,,1
234,0.14,0.97,-2.8,,1
233,0.13,0.89,-2.79,,1
156,-4.17,-12.63,18.95,2,1
155,-3.44,-11.4,18.93,,1
154,-2.65,-9.9,19.15,,1
153,-2.4,-6.43,19.13,,1
152,-2.94,-5.63,18.6,,1
151,-3.32,-7.09,16.64,,1
150,-3,-5.58,12.71,,1
149,-2.36,-6.83,7.8,,1
148,-1.59,-4.68,2.62,,1
147,-0.84,-3.67,-1.18,,1
146,0.24,1.28,-2.81,,1
145,0.03,2.81,-2.43,,1
144,0.11,1.08,-2.25,,1
143,0.2,1.72,-2.22,,1
142,0.15,1.64,-2.1,,1
141,0.37,1.45,-2.06,,1
140,0.29,1.29,-2.04,,1
49,-4.3,-13.33,23.03,1,1
48,-3.12,-11.7,22.81,,1
47,-2.37,-10.04,22.99,,1
46,-2.69,-5.09,23.14,,1
45,-2.45,-3.51,22.83,,1
44,-2.48,-1.09,20.96,,1
43,-3.21,-4.63,17.34,,1
42,-4.76,-8.56,12.59,,1
41,-3.19,-7.86,7.13,,1
40,-1.44,-4.38,2.29,,1
39,-0.58,-4.29,-0.88,,1
38,-0.1,-2.59,-2.01,,1
37,-0.29,1.62,-1.72,,1
36,0.21,1.2,-1.37,,1
35,0.18,1.46,-1.27,,1
